CPU,Memory,,TimeSlot,Timestamp,runtime,expected mitigation latency
0.066729167,0.838927507,,3000,2017,314,15
0.192041667,0.630897522,,3000,2017,518,10
0.062083333,0.71110487,,3000,2042,718,15
0.163041667,0.559295177,,3000,2055,227,35
0.114333333,0.532756805,,3000,2285,21,10
0.085291667,0.50189352,,3000,2139,546,35
0.053958333,0.702205181,,3000,2010,253,20
0.145208333,0.718224525,,3000,2146,553,25
0.077,0.500664234,,3000,2146,199,30
0.039625,0.399445534,,3000,2212,121,5
0.112875,0.688224792,,3000,2070,675,10
0.21425,0.767998695,,3000,2292,544,30
0.088083333,0.626969814,,3000,2340,255,30
0.2484375,0.640549898,,3000,2845,111,30
0.136375,0.796838284,,3000,2895,187,25
0.069520833,0.684236765,,3000,2890,217,25
0.315333333,0.668353558,,3000,2949,415,5
0.088041667,0.496413231,,3000,2737,220,35
0.064375,0.50237751,,3000,2619,70,5
0.114041667,0.763001442,,3000,2649,195,20
0.051125,0.877135038,,3000,2667,524,15
0.175770833,0.750477552,,3000,2644,594,30
0.283291667,0.690320492,,5000,2785,63,10
0.092604167,0.499944925,,5000,2631,75,30
0.046375,0.500120163,,5000,2848,89,40
0.071083333,0.492385387,,5000,2756,697,30
0.334708333,0.844889402,,5000,2501,425,15
0.389291667,0.727706909,,5000,2973,235,10
0.410666667,0.582469463,,5000,2628,396,15
0.316583333,0.612965107,,5000,2511,247,25
0.135583333,0.515778065,,5000,2787,521,15
0.212229167,0.288981313,,5000,2822,61,15
0.203625,0.752752781,,5000,2940,426,30
0.286083333,0.722094059,,5000,3206,664,20
0.412854167,0.897553205,,5000,3492,618,25
0.110041667,0.737615108,,5000,3291,183,25
0.357229167,0.845804691,,5000,3253,153,35
0.307416667,0.752695799,,5000,3002,669,25
0.261166667,0.663564682,,5000,3359,733,25
0.183979167,0.518748283,,5000,3140,500,35
0.176041667,0.622925282,,5000,3149,304,30
0.088041667,0.686862469,,5000,3181,586,5
0.047114583,0.595889449,,5000,3010,268,25
0.05775,0.541557312,,5000,3298,200,35
0.066895833,0.504048824,,5000,3187,717,25
0.17025,0.4877038,,5000,3195,625,15
0.192916667,0.543591499,,5000,3128,694,35
0.04375,0.431906223,,5000,3165,362,35
0.098708333,0.455284119,,5000,3169,15,40
0.082458333,0.657307148,,5000,3403,594,20
0.216041667,0.624787807,,5000,3401,479,15
0.093208333,0.740805626,,5000,3197,727,25
0.154333333,0.791663647,,5000,3234,459,10
0.118625,0.609496117,,5000,3611,351,10
0.0695,0.68952322,,5000,3798,401,35
0.186416667,0.609924316,,5000,3562,130,5
0.248291667,0.780095577,,5000,3744,150,25
0.057583333,0.438248158,,5000,3607,640,15
0.263458333,0.650713921,,5000,3975,700,5
0.185958333,0.76715517,,5000,3717,512,5
0.093875,0.777264118,,5000,3671,443,10
0.151208333,0.711513042,,5000,3988,220,10
0.133916667,0.688066959,,5000,3802,241,15
0.179020833,0.775324583,,5000,3992,114,20
0.118916667,0.491301537,,5000,3610,318,15
0.1116875,0.777502298,,5000,3986,716,15
0.239291667,0.677288055,,5000,3828,161,20
0.295916667,0.715664864,,5000,3787,745,30
0.129541667,0.653091431,,5000,3758,594,35
0.026822917,0.589676619,,5000,3624,316,10
0.137583333,0.609880447,,5000,3906,518,35
0.044,0.465481758,,5000,3521,724,20
0.184729167,0.274948883,,5000,3647,285,10
0.246041667,0.770234585,,5000,4201,550,20
0.095541667,0.724421978,,5000,4247,47,10
0.3155625,0.579308987,,5000,4250,607,10
0.074,0.705814838,,5000,4321,153,40
0.153833333,0.718053818,,5000,4131,714,15
0.2731875,0.596277952,,5000,4432,281,25
0.532708333,0.699703693,,5000,4207,495,5
0.19525,0.525923729,,5000,4056,132,30
0.259,0.757867813,,5000,4363,633,5
0.101729167,0.730502844,,5000,4261,428,5
0.096541667,0.784482241,,5000,4211,135,35
0.209458333,0.554821968,,5000,4396,254,20
0.315791667,0.837266684,,5000,4241,252,15
0.13,0.543424129,,5000,4494,486,10
0.353916667,0.782928944,,5000,4104,690,25
0.192333333,0.547222137,,5000,4169,585,30
0.279,0.82443285,,5000,4144,699,5
0.1205,0.670323849,,5000,4185,11,35
0.1395,0.767608166,,5000,4279,34,30
0.142708333,0.788544178,,7000,4040,276,20
0.280791667,0.658330917,,7000,4884,496,25
0.333333333,0.712645531,,7000,4751,747,5
0.313770833,0.626030922,,7000,4580,549,10
0.078479167,0.803600788,,7000,4861,237,35
0.173166667,0.714817524,,7000,4991,407,15
0.057291667,0.732873201,,7000,4798,51,35
0.234125,0.784129858,,7000,4685,286,15
0.090416667,0.600735664,,7000,4645,544,5
0.327708333,0.772544861,,7000,4941,191,5
0.60075,0.677581787,,7000,4615,75,5
0.082333333,0.39359808,,7000,4863,511,20
0.215791667,0.721088409,,7000,4704,663,20
0.069833333,0.677862883,,7000,4902,135,5
0.271041667,0.652740002,,7000,4890,240,15
0.387354167,0.653960943,,7000,4887,645,10
0.220604167,0.742410421,,7000,4685,404,10
0.218333333,0.458893299,,7000,4684,608,40
0.122791667,0.676265717,,7000,4764,383,30
0.13275,0.616514683,,7000,4949,236,25
0.156291667,0.661361933,,7000,4669,1,15
0.227708333,0.763061047,,7000,5343,559,10
0.066854167,0.81441021,,7000,5041,306,40
0.097,0.770841837,,7000,5291,512,35
0.264,0.796173573,,7000,5192,347,10
0.500208333,0.418544769,,7000,5090,683,10
0.251541667,0.790271759,,7000,5327,641,15
0.465541667,0.860142231,,7000,5051,205,10
0.133833333,0.707390785,,7000,5043,97,40
0.162958333,0.641261101,,7000,5456,734,10
0.100860656,0.926817894,,7000,5069,637,10
0.122916667,0.600389957,,7000,5123,537,10
0.214041667,0.788434029,,7000,5272,669,30
0.126708333,0.766161919,,7000,5354,296,40
0.103625,0.670114994,,7000,5187,326,15
0.306541667,0.746130466,,7000,5248,150,40
0.126854167,0.758163214,,7000,5211,83,30
0.168458333,0.645659447,,7000,5307,566,15
0.088541667,0.728932858,,7000,5070,532,5
0.058875,0.506033421,,7000,5178,63,5
0.236979167,0.574584961,,7000,5415,472,35
0.244708333,0.59792757,,7000,5967,482,40
0.162541667,0.768350124,,7000,5665,158,30
0.190833333,0.483466625,,7000,5655,421,35
0.08921875,0.690787673,,7000,5698,687,10
0.157166667,0.743893862,,7000,5833,328,30
0.302875,0.694749355,,7000,5703,612,40
0.148916667,0.509344101,,7000,5765,171,25
0.287458333,0.637214184,,7000,5774,481,35
0.11025,0.668429375,,7000,5864,17,15
0.354125,0.854813337,,7000,5771,526,25
0.22075,0.782054901,,7000,5745,417,5
0.116416667,0.684340477,,7000,5747,129,10
0.283916667,0.63408041,,7000,5520,364,25
0.181791667,0.502145767,,7000,5867,267,10
0.233958333,0.758916378,,7000,5856,608,5
0.136229508,0.540073395,,7000,5613,198,5
0.097833333,0.528030872,,7000,5868,245,10
0.168958333,0.54656148,,7000,5804,609,25
0.182395833,0.549099207,,7000,5990,533,5
0.154375,0.562283993,,7000,5838,274,15
0.150833333,0.609634399,,7000,6447,205,30
0.196375,0.429927826,,7000,6379,640,30
0.053229167,0.56855154,,7000,6160,176,25
0.329541667,0.897340536,,7000,6085,545,20
0.161416667,0.738347054,,7000,6468,684,25
0.093208333,0.531383991,,7000,6110,554,35
0.269666667,0.701556683,,7000,6307,239,15
0.209583333,0.760499477,,7000,6493,735,40
0.157958333,0.649720192,,7000,6435,231,10
0.079083333,0.867338419,,9000,6258,56,40
0.628541667,0.696511745,,9000,6274,5,10
0.353583333,0.787704945,,9000,6280,271,5
0.222916667,0.52909708,,9000,6002,336,10
0.292375,0.742179394,,9000,6156,540,30
0.190833333,0.435117245,,9000,6339,606,35
0.067583333,0.833753109,,9000,6325,244,15
0.472041667,0.672922134,,9000,6124,499,15
0.042833333,0.739369631,,9000,6296,642,35
0.16375,0.700080395,,9000,6254,312,20
0.372291667,0.68856287,,9000,6029,33,10
0.0649375,0.657667875,,9000,6834,671,20
0.09575,0.50037384,,9000,6675,66,25
0.354583333,0.603806973,,9000,6765,658,5
0.357833333,0.65402174,,9000,6586,559,5
0.294458333,0.891132593,,9000,6621,270,35
0.069791667,0.613495827,,9000,6577,697,40
0.170708333,0.655324459,,9000,6874,92,35
0.117,0.627109528,,9000,6831,364,15
0.268145833,0.739989281,,9000,6865,134,5
0.030104167,0.238305449,,9000,6879,21,35
0.131916667,0.592202663,,9000,6582,124,20
0.199083333,0.745540619,,9000,6709,567,30
0.3159375,0.897384405,,9000,6707,473,30
0.182833333,0.693089008,,9000,6921,46,40
0.164416667,0.632502556,,9000,6590,510,5
0.041333333,0.375062943,,9000,6750,44,10
0.1735625,0.745649576,,9000,6880,190,25
0.159166667,0.635169983,,9000,6573,529,20
0.488083333,0.905792236,,9000,6784,292,30
0.351729167,0.746985912,,9000,6857,535,35
0.174625,0.741895676,,9000,7328,232,30
0.300833333,0.650802612,,9000,7163,365,10
0.153041667,0.749328613,,9000,7299,506,40
0.577958333,0.695698261,,9000,7372,294,15
0.133416667,0.599909782,,9000,7197,54,15
0.157041667,0.762791157,,9000,7000,418,20
0.139583333,0.554163933,,9000,7170,68,10
0.340083333,0.693436146,,9000,7098,199,5
0.564625,0.708995819,,9000,7323,309,10
0.062791667,0.548410892,,9000,7331,153,5
0.052666667,0.43446207,,9000,7410,62,25
0.112416667,0.335124493,,9000,7315,380,30
0.310833333,0.716460705,,9000,7206,30,35
0.234833333,0.763119221,,9000,7254,666,5
0.260916667,0.739125252,,9000,7127,291,20
0.3953125,0.633564949,,9000,7191,124,15
0.250333333,0.755750179,,9000,7188,269,30
0.208375,0.537737846,,9000,7197,312,40
0.157291667,0.618057728,,9000,7025,77,10
0.286375,0.654723644,,9000,7069,305,30
0.192291667,0.667041779,,9000,7923,334,5
0.285729167,0.74499321,,9000,7557,178,10
0.144520833,0.855838537,,9000,7545,28,30
0.151166667,0.466785908,,9000,7892,256,5
0.148666667,0.715632439,,9000,7510,188,25
0.172,0.603586674,,9000,7712,36,15
0.139541667,0.719613075,,9000,7690,563,15
0.197083333,0.77766943,,9000,7985,400,25
0.098958333,0.425330639,,9000,7795,628,5
0.048854167,0.260308027,,9000,7943,325,35
0.234208333,0.523872375,,9000,7757,189,20
0.409666667,0.780930519,,9000,7768,597,35
0.096,0.573235512,,9000,7752,299,5
0.153375,0.742620468,,9000,7766,722,30
0.122854167,0.867076874,,9000,7629,53,25
0.131583333,0.507468224,,9000,7642,608,15
0.289166667,0.635794163,,9000,7983,170,10
0.316041667,0.531764507,,9000,7561,315,15
0.803833333,0.8335495,,9000,7956,401,25
